block,lot,parcel_number,property_address,address,tier,status,bos_district,point,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
1650,014,1650014,3124 FULTON ST,"3124 FULTON ST, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.465341083422 37.773732755868),5,5,8,4,11
5610,026,5610026,1 COLERIDGE ST,"1 COLERIDGE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.418037736431 37.745912142255),83,83,9,2,2
0278,012,0278012,1385 PINE ST,"1385 PINE ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.418578904421 37.78970599079),50,50,6,3,21
0996,040,0996040,3436 CLAY ST,"3436 CLAY ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.449535587694 37.789040601121),10,10,8,6,31
0672,004,0672004,1440 SUTTER ST,"1440 SUTTER ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.424136691634 37.787508536237),100,100,4,6,39
3580,011,3580011,3800 18TH ST,"3800 18TH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.428566225738 37.761481785673),37,37,3,5,5
1240,036,1240036,909 HAIGHT ST,"909 HAIGHT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.437271374424 37.771041422195),112,112,7,11,3
0250,008,0250008,1372 PINE ST,"1372 PINE ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.418397729567 37.790174372232),16,16,6,3,21
3548,109,3548109,247 14TH ST,"247 14TH ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.418829194712 37.768144431634),53,53,3,2,20
3615,050,3615050,639 CAPP ST,"639 CAPP ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.417457250479 37.756477178656),53,53,3,2,20
0982,007,0982007,3124 WASHINGTON ST,"3124 WASHINGTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.444914568925 37.790521533598),102,102,8,6,30
0652,001,0652001,2201 CALIFORNIA ST,"2201 CALIFORNIA ST, SAN FRANCISCO CA",2,Non-Compliant,2,POINT (-122.430768196172 37.789101064465),102,102,4,6,30
0926,001,0926001,2301 BAY ST,"2301 BAY ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.445134569481 37.801430031595),17,17,4,6,13
2056,032,2056032,1800 20TH AV,"1800 20TH AV, SAN FRANCISCO CA",3,"Work Complete, No CFC Issued yet",4,POINT (-122.477363712801 37.753954951548),39,39,10,7,35
0125,005A,0125005A,1811 LEAVENWORTH ST,"1811 LEAVENWORTH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.417361905056 37.797719930768),107,107,6,3,32
0592,004A,0592004A,1900 JACKSON ST,"1900 JACKSON ST, SAN FRANCISCO CA",3,"Work Complete, No CFC Issued yet",2,POINT (-122.42655270985 37.793691580331),102,102,4,6,30
6513,032,6513032,1295 GUERRERO ST,"1295 GUERRERO ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.422468088898 37.750543086353),53,53,3,5,20
0938,018,0938018,2525 LOMBARD ST,"2525 LOMBARD ST, SAN FRANCISCO CA",2,Non-Compliant,2,POINT (-122.443114318512 37.798696064055),14,14,4,6,13
0186,011,0186011,1710 LARKIN ST,"1710 LARKIN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.419331544338 37.793712020172),16,16,6,3,32
0132,051,0132051,1350 GRANT AV,"1350 GRANT AV, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.407185490083 37.799539049033),106,106,6,3,23
0862,029,0862029,707 HAIGHT ST,"707 HAIGHT ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.433948143166 37.771443407263),26,26,4,11,3
2661,053,2661053,27 GRAYSTONE TR,"27 GRAYSTONE TR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.447256250296 37.758812954143),47,47,7,5,14
2719B,005,2719B005,130 GRAYSTONE TR,"130 GRAYSTONE TR, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.446730510526 37.757405305683),47,47,7,5,5
1222,054,1222054,251 CENTRAL AV,"251 CENTRAL AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.444181702492 37.771944712002),25,25,7,11,3
1745,008,1745008,408 HUGO ST,"408 HUGO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.462389442645 37.765266747675),109,109,7,11,14
3095,011,3095011,740 MONTEREY BL,"740 MONTEREY BL, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",7,POINT (-122.451985959176 37.73180439188),95,95,9,8,41
0156,044,0156044,1656 LEAVENWORTH ST,"1656 LEAVENWORTH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.416569603149 37.796461774763),107,107,6,3,21
6637,040,6637040,147 DAY ST,"147 DAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.425319176901 37.742729717846),84,84,9,5,22
3555,034,3555034,307 GUERRERO ST,"307 GUERRERO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.423974817623 37.766191522132),37,37,3,5,20
5501,060,5501060,3341 CESAR CHAVEZ ST,"3341 CESAR CHAVEZ ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.416925573568 37.747894030977),83,83,9,2,2
1248,018,1248018,624 SHRADER ST,"624 SHRADER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.451496286968 37.769016059657),25,25,7,11,3
1548,006,1548006,523 05TH AV,"523 05TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.463368136387 37.77864602721),5,5,8,4,11
1668,001,1668001,801 25TH AV,"801 25TH AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,POINT (-122.484531499624 37.77417969428),8,8,8,4,29
0534,011,0534011,2224 UNION ST,"2224 UNION ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.43612515515 37.797294994964),15,15,4,6,13
3632,026,3632026,129 FAIR OAKS ST,"129 FAIR OAKS ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.423938547176 37.75465718863),52,52,3,5,20
3578,028,3578028,487 DOLORES ST,"487 DOLORES ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.425715475473 37.76167671319),37,37,3,5,20
0537,001B,0537001B,2435 UNION ST,"2435 UNION ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.439220877538 37.796351766872),14,14,4,6,13
1430,046,1430046,211 CORNWALL ST,"211 CORNWALL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.461863530915 37.784685743252),5,5,8,4,11
1371,042,1371042,1045 LAKE ST,"1045 LAKE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.470880892617 37.786181855667),5,5,8,4,11
3569,041,3569041,553 VALENCIA ST,"553 VALENCIA ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.421504655051 37.764010137923),53,53,3,2,20
1039,001,1039001,1 JORDAN AV,"1 JORDAN AV, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.457250586973 37.785779920922),11,11,8,6,31
0495,001A,0495001A,3145 OCTAVIA ST,"3145 OCTAVIA ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.429936531978 37.801199274043),17,17,4,6,13
0623,007C,0623007C,1856 FRANKLIN ST,"1856 FRANKLIN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.424048729577 37.791854286324),102,102,4,6,30
3610,060,3610060,557 CAPP ST,"557 CAPP ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.417560082898 37.757785574443),53,53,3,2,20
3616,015,3616015,1075 VALENCIA ST,"1075 VALENCIA ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.4206287402 37.755775108967),53,53,3,2,20
0614,001,0614001,2225 WASHINGTON ST,"2225 WASHINGTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.429763688366 37.791994020336),102,102,4,6,30
6565,018,6565018,3962 CESAR CHAVEZ ST,"3962 CESAR CHAVEZ ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.428458946577 37.747857043694),84,84,3,5,22
0116,016,0116016,538 GREEN ST,"538 GREEN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.408077994013 37.79984337153),106,106,6,3,23
0481,009,0481009,3101 GOUGH ST,"3101 GOUGH ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.428325101773 37.802006431259),17,17,4,6,13
2845,010,2845010,40 CRESTLINE DR,"40 CRESTLINE DR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.446332772164 37.750364207892),51,51,7,5,38
0276,029,0276029,1111 PINE ST,"1111 PINE ST, SAN FRANCISCO CA",2,Non-Compliant,3,POINT (-122.414448740377 37.790109989985),50,50,6,3,21
2085,001,2085001,4101 NORIEGA ST,"4101 NORIEGA ST, SAN FRANCISCO CA",3,Non-Compliant,4,POINT (-122.507750746398 37.752612889519),39,39,10,7,35
0220,032,0220032,1357 CLAY ST,"1357 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.415362067809 37.792882035701),16,16,6,3,21
1764,046,1764046,1332 10TH AV,"1332 10TH AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.467007376519 37.763321424386),109,109,10,11,14
1767,024,1767024,1392 FUNSTON AV,"1392 FUNSTON AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.470303978256 37.762241517216),109,109,10,11,14
3566,008,3566008,372 DOLORES ST,"372 DOLORES ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.426655121985 37.763437780959),37,37,3,5,5
0824,009,0824009,1167 HAYES ST,"1167 HAYES ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.435525479598 37.774996095493),23,23,4,11,9
0650,027,0650027,1916 PINE ST,"1916 PINE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.427827894809 37.788976166695),102,102,4,11,30
1086,033,1086033,291 PARKER AV,"291 PARKER AV, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.454219787961 37.780371936064),12,12,7,4,18
0464A,002,0464A002,3481 PIERCE ST,"3481 PIERCE ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.440155947006 37.802469487041),17,17,4,6,13
0472,042,0472042,1307 BAY ST,"1307 BAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.428631808863 37.803518325231),17,17,4,6,13
1417,018,1417018,290 17TH AV,"290 17TH AV, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",1,POINT (-122.475994745392 37.782646841098),5,5,8,4,29
0751,001,0751001,1625 EDDY ST,"1625 EDDY ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.434698842154 37.780648220726),97,97,4,11,39
3732,106,3732106,436 TEHAMA ST,"436 TEHAMA ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",6,POINT (-122.405409518085 37.780502058164),32,32,1,10,34
3566,006,3566006,366 DOLORES ST,"366 DOLORES ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.426671064741 37.763581400878),37,37,3,5,5
0856,013,0856013,126 LAGUNA ST,"126 LAGUNA ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",5,POINT (-122.425133293613 37.772252279932),27,27,4,11,9
6507,001,6507001,4001 24TH ST,"4001 24TH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.43213267303 37.751244978683),84,84,3,5,22
1387,001,1387001,211 27TH AV,"211 27TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.487445797745 37.785395866329),1,1,8,6,33
1081,032,1081032,2543 POST ST,"2543 POST ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.443666025675 37.783524207936),103,103,8,6,31
4074,011,4074011,766 KANSAS ST,"766 KANSAS ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.403395906283 37.760001365685),54,54,2,9,26
0086,051,0086051,333 GREENWICH ST,"333 GREENWICH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.405276016972 37.80268249252),18,18,6,3,23
0927,023,0927023,3330 BRODERICK ST,"3330 BRODERICK ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.444477573605 37.801200735784),17,17,4,6,13
4158,036,4158036,2244 23RD ST,"2244 23RD ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",10,POINT (-122.402397767198 37.754750367532),54,54,2,9,26
2378,038,2378038,2440 GREAT HY,"2440 GREAT HY, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.506391621201 37.740998323114),39,39,10,7,35
1275,001,1275001,301 CARL ST,"301 CARL ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.454559516156 37.764984264129),110,110,7,11,14
0181,022,0181022,1098 JACKSON ST,"1098 JACKSON ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,POINT (-122.413062054018 37.79539662185),16,16,6,3,21
0158,024,0158024,1534 TAYLOR ST,"1534 TAYLOR ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.413131900492 37.796626710234),107,107,6,3,21
1728,020,1728020,1289 22ND AV,"1289 22ND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.480683714325 37.763663898708),39,39,10,7,35
0604,033,0604033,2241 JACKSON ST,"2241 JACKSON ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.431912584416 37.79253409043),102,102,4,6,30
3557,022,3557022,140 LANDERS ST,"140 LANDERS ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.427955370785 37.765368560987),37,37,3,5,5
1844,005,1844005,1429 09TH AV,"1429 09TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",7,POINT (-122.466466102212 37.761537889327),109,109,10,8,14
0120,015,0120015,1950 JONES ST,"1950 JONES ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.415496805971 37.79930542712),107,107,6,3,32
2778,034,2778034,833 CORBETT AV,"833 CORBETT AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.442997458955 37.753251855406),51,51,7,5,38
0122,014,0122014,1906 HYDE ST,"1906 HYDE ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.418736899969 37.79846669689),107,107,6,3,32
6615,050,6615050,101 28TH ST,"101 28TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.42484121097 37.745290182322),84,84,9,5,22
1787,021A,1787021A,1350 33RD AV,"1350 33RD AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.491731900458 37.761949958744),39,39,10,7,35
1262,016,1262016,470 FREDERICK ST,"470 FREDERICK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.452134121843 37.766767649578),29,29,7,11,3
1643,007,1643007,725 ARGUELLO BL,"725 ARGUELLO BL, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.458940127403 37.776906954408),5,5,8,4,11
0840,006,0840006,364 PAGE ST,"364 PAGE ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.426713620338 37.77379983745),26,26,4,11,9
0044,011,0044011,649 BAY ST,"649 BAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.418065957129 37.804854800087),107,107,6,6,32
0524,038,0524038,2534 POLK ST,"2534 POLK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.422256847526 37.800131423463),107,107,4,6,32
0528,013,0528013,1695 FILBERT ST,"1695 FILBERT ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.427132516296 37.798931709812),15,15,4,6,13
1028,001,1028001,2801 CALIFORNIA ST,"2801 CALIFORNIA ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.440731159509 37.787838447028),103,103,8,6,30
1381,028,1381028,148 22ND AV,"148 22ND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.481535894135 37.785009155326),2,2,8,4,29
1418,043,1418043,220 16TH AV,"220 16TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.474989633194 37.783933242141),5,5,8,4,29
1001,023,1001023,2148 BRODERICK ST,"2148 BRODERICK ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.442373761274 37.790359597973),102,102,8,6,30
0154,021,0154021,1492 PACIFIC AVE,"1492 PACIFIC AVE, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.419727535879 37.795424379638),16,16,6,3,32
0063,023,0063023,2050 POWELL ST,"2050 POWELL ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.411252961998 37.803823115365),106,106,6,3,23
0249,009,0249009,1430 CALIFORNIA ST,"1430 CALIFORNIA ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.418011624472 37.791210982207),16,16,6,3,21
1266,001,1266001,901 STANYAN ST,"901 STANYAN ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",5,POINT (-122.453074002244 37.766125142137),110,110,7,11,14
2832,018,2832018,600 GRAND VIEW AV,"600 GRAND VIEW AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.442967386572 37.750393443751),51,51,3,5,22
0613,023,0613023,2325 WASHINGTON ST,"2325 WASHINGTON ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.43156570714 37.791675290664),102,102,4,6,30
0618,011,0618011,1940 FRANKLIN ST,"1940 FRANKLIN ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.424105639448 37.792590406132),102,102,4,6,30
0853,019,0853019,111 PAGE ST,"111 PAGE ST, SAN FRANCISCO CA",1,"Work Complete, CFC Issued",5,POINT (-122.423043800306 37.773741660533),26,26,4,11,9
0824,002B,0824002B,1050 FELL ST,"1050 FELL ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.435167885641 37.774606034091),23,23,4,11,9
3580,030,3580030,461 SANCHEZ ST,"461 SANCHEZ ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.430322499952 37.761763153519),37,37,3,5,5
3548,021,3548021,1391 NATOMA ST,"1391 NATOMA ST, SAN FRANCISCO CA",3,"Work Complete, No CFC Issued yet",9,POINT (-122.418316577692 37.7669648974),53,53,3,2,20
0927,022,0927022,3324 BRODERICK ST,"3324 BRODERICK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.444463854078 37.801132946194),17,17,4,6,13
0190,016,0190016,1380 TAYLOR ST,"1380 TAYLOR ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.412670053725 37.795029158879),16,16,6,3,21
1199,016,1199016,1588 HAYES ST,"1588 HAYES ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.442488887112 37.774614970365),24,24,7,11,18
0837,013,0837013,130 GOUGH ST,"130 GOUGH ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.422322717013 37.774705863574),21,21,4,11,9
0825,014,0825014,410 SCOTT ST,"410 SCOTT ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",5,POINT (-122.43559698022 37.773600058864),26,26,4,11,9
3567,039,3567039,3251 16TH ST,"3251 16TH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.425161570218 37.764459377952),37,37,3,5,20
0619,002,0619002,1729 POLK ST,"1729 POLK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.421447212027 37.792849345034),105,105,4,3,32
0219,012,0219012,1490 SACRAMENTO ST,"1490 SACRAMENTO ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.417387481709 37.792151636085),16,16,6,3,21
0492,026,0492026,1901 CHESTNUT ST,"1901 CHESTNUT ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.434799514407 37.80082760567),17,17,4,6,13
4267,034,4267034,2689 BRYANT ST,"2689 BRYANT ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.408718089766 37.751373237911),53,53,3,2,20
3621,085,3621085,849 NOE ST,"849 NOE ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.432077435498 37.755624636794),52,52,3,5,22
1065,054,1065054,100 PARKER AV,"100 PARKER AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.454349784587 37.78378825893),11,11,8,6,31
3726,009,3726009,162 06TH ST,"162 06TH ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",6,POINT (-122.40780891026 37.779950309053),32,32,1,10,34
0500,017,0500017,2700 POLK ST,"2700 POLK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.422699302612 37.801762269206),107,107,4,6,32
0096,046,0096046,1245 FILBERT ST,"1245 FILBERT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.419899482894 37.799761477975),107,107,6,6,32
3545,026,3545026,199 DOLORES ST,"199 DOLORES ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.426187334646 37.76641963555),37,37,3,5,20
0216,025,0216025,1449 WASHINGTON ST,"1449 WASHINGTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.41712923096 37.793525867324),16,16,6,3,32
1066,051,1066051,425 EUCLID AV,"425 EUCLID AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.453194275099 37.783798565167),11,11,8,6,31
3597,032,3597032,761 GUERRERO ST,"761 GUERRERO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.423253525287 37.758995161441),37,37,3,5,20
6570,001,6570001,1106 CAPP ST,"1106 CAPP ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.41716353617 37.748865456526),53,53,3,2,20
0862,033,0862033,100 SCOTT ST,"100 SCOTT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.435053977837 37.770759776719),26,26,4,11,3
3556,038,3556038,201 DOLORES ST,"201 DOLORES ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.426146831213 37.7661591042),37,37,3,5,20
2846,012,2846012,50 PARKRIDGE DR,"50 PARKRIDGE DR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.445434969726 37.751962238521),51,51,7,5,38
3568,023,3568023,135 ALBION ST,"135 ALBION ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.422483872008 37.764260829579),37,37,3,5,20
2717,029,2717029,627 CORBETT AV,"627 CORBETT AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.443153797438 37.756716691346),47,47,7,5,5
3597,048,3597048,164 LINDA ST,"164 LINDA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.422979272571 37.759072313104),37,37,3,5,20
1751,023,1751023,131 HUGO ST,"131 HUGO ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",5,POINT (-122.459443679241 37.765045556598),109,109,7,11,14
6524,023,6524023,2973 FOLSOM ST,"2973 FOLSOM ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9,POINT (-122.413484149904 37.749782122634),53,53,3,2,20
0726,014A,0726014A,1795 OFARRELL ST,"1795 OFARRELL ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.434101241207 37.78288008556),97,97,4,11,39
1187,001,1187001,1801 FULTON ST,"1801 FULTON ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",5,POINT (-122.446780429556 37.775597982172),24,24,7,11,18
1168,027,1168027,860 ARGUELLO BL,"860 ARGUELLO BL, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,POINT (-122.458143658159 37.774553040261),12,12,8,4,18
2745,037,2745037,646 CORBETT AV,"646 CORBETT AV, SAN FRANCISCO CA",2,Non-Compliant,8,POINT (-122.443560555216 37.756103043303),47,47,7,5,38
0842,001A,0842001A,607 OAK ST,"607 OAK ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.429503163831 37.773902770782),26,26,4,11,9
1896,046,1896046,1612 48TH AV,"1612 48TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.507457107597 37.756334424508),39,39,10,7,35
6591,010A,6591010A,416 DUNCAN ST,"416 DUNCAN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.429758352294 37.74617160853),84,84,9,5,22
7543,100,7543100,160 ADDISON ST,"160 ADDISON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.432336439459 37.7379608928),59,59,9,5,10
0503,007,0503007,1520 GREENWICH ST,"1520 GREENWICH ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.425159584843 37.800603294151),15,15,4,6,13
0090,008,0090008,1811 POWELL ST,"1811 POWELL ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,POINT (-122.411300622197 37.801354318571),106,106,6,3,23
0418A,014,0418A014,7 CASA WY,"7 CASA WY, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.438436425359 37.805156709061),17,17,4,6,13
0160,012,0160012,1300 POWELL ST,"1300 POWELL ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.409864481025 37.796647825562),104,104,6,3,6
1378,017,1378017,5636 CALIFORNIA ST,"5636 CALIFORNIA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.478243025963 37.784466223721),2,2,8,4,29
2623,116,2623116,4096 17TH ST,"4096 17TH ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,POINT (-122.437215114683 37.762766257782),113,113,7,5,5
1157,009A,1157009A,700 BAKER ST,"700 BAKER ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",5,POINT (-122.441473108615 37.777570976672),97,97,7,11,39
3726,088,3726088,569 MINNA ST,"569 MINNA ST, SAN FRANCISCO CA",3,Non-Compliant,6,POINT (-122.409574653965 37.779208273023),32,32,1,10,34
0248,071,0248071,1153 LEAVENWORTH ST,"1153 LEAVENWORTH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.416092930777 37.791819504044),16,16,6,3,21
